Data;DataExcel;Regiao;Sistema;Classe;TipoConsumidor; Consumo ;Consumidores
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;246.056,19;35.494
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Outros;Livre;14.102,00;14
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;555.712,69;3.455.755
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;45.060,63;234.470
20191001;01/10/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.189,68;4
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;48.249,68;56.908
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;95,00;1
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.133,26;1.821
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;54.853,99;14.785
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;130.317,84;647.003
20191001;01/10/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;16.185,81;99.071
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;70.534,39;56.658
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.309,62;43
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;25.540,85;1.534
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;13.767,02;19
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;49.340,76;7.033
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;140.897,68;580.421
20191001;01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;28.021,97;122.125
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;3.003.865,54;2.558.171
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;1.080.570,54;4.681
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.138.236,00;158.843
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.478.211,98;3.791
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.769.946,75;269.666
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;266.055,26;158
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.667.901,14;33.003.704
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;429,90;1
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;707.290,74;1.311.178
20191001;01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;58.375,57;81
20191001;01/10/2019;Sul;SUL;Comercial;Cativo;966.657,57;1.040.829
20191001;01/10/2019;Sul;SUL;Comercial;Livre;289.049,59;1.538
20191001;01/10/2019;Sul;SUL;Industrial;Cativo;617.164,03;216.091
20191001;01/10/2019;Sul;SUL;Industrial;Livre;2.233.692,67;2.314
20191001;01/10/2019;Sul;SUL;Outros;Cativo;570.415,81;123.737
20191001;01/10/2019;Sul;SUL;Outros;Livre;112,67;1
20191001;01/10/2019;Sul;SUL;Residencial;Cativo;1.849.757,08;10.446.549
20191001;01/10/2019;Sul;SUL;Rural;Cativo;706.704,31;947.790
20191001;01/10/2019;Sul;SUL;Rural;Livre;113.180,18;60
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;158,37;77
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;69,51;16
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;32,62;12
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;191,89;728
20190901;01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;19,23;40
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;566.762,68;507.014
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;82.893,64;423
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;172.334,87;36.377
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;662.221,34;413
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;411.190,84;58.007
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.753,35;2
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.112.680,08;5.574.493
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;343.780,15;490.349
20190901;01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;9.712,91;24
20190901;01/09/2019;Nordeste;NORDESTE;Comercial;Cativo;920.459,26;1.233.386
20190901;01/09/2019;Nordeste;NORDESTE;Comercial;Livre;177.051,61;758
20190901;01/09/2019;Nordeste;NORDESTE;Industrial;Cativo;326.589,98;36.295
20190901;01/09/2019;Nordeste;NORDESTE;Industrial;Livre;1.256.301,15;583
20190901;01/09/2019;Nordeste;NORDESTE;Outros;Cativo;809.135,90;248.946
20190901;01/09/2019;Nordeste;NORDESTE;Outros;Livre;23.818,90;7
20190901;01/09/2019;Nordeste;NORDESTE;Residencial;Cativo;1.975.808,23;17.183.593
20190901;01/09/2019;Nordeste;NORDESTE;Rural;Cativo;487.464,17;1.298.530
20190901;01/09/2019;Nordeste;NORDESTE;Rural;Livre;2.302,41;12
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;89.209,43;144.378
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.106,50;96
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.993,62;7.587
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;114.573,90;26
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;104.051,38;32.940
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;286.869,61;2.257.278
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;23.663,63;87.707
20190901;01/09/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;806,19;2
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;795,00;257
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;19,00;3
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;360,00;102
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;537,00;620
20190901;01/09/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,00;8
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;264.356,51;266.978
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;65.088,13;251
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;107.048,12;7.337
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.006.228,50;214
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;232.330,93;35.661
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Outros;Livre;13.341,00;14
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;589.285,18;3.449.609
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;47.775,66;233.654
20190901;01/09/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.014,38;4
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;45.041,95;56.915
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;106,00;1
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.991,43;1.822
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;56.882,83;14.466
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;117.028,97;646.478
20190901;01/09/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;14.492,63;99.422
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;74.357,51;57.750
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.372,28;43
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;27.090,39;1.559
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.568,28;18
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;64.739,50;7.051
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;149.459,07;592.129
20190901;01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;29.426,38;123.148
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.790.311,91;2.550.895
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;977.861,32;4.603
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.111.777,35;158.875
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.300.028,97;3.743
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.734.573,33;268.866
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;243.685,03;155
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.376.073,58;32.947.379
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;354,62;1
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;702.375,06;1.315.401
20190901;01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;54.980,31;81
20190901;01/09/2019;Sul;SUL;Comercial;Cativo;905.386,54;1.038.460
20190901;01/09/2019;Sul;SUL;Comercial;Livre;257.142,98;1.500
20190901;01/09/2019;Sul;SUL;Industrial;Cativo;624.852,47;215.830
20190901;01/09/2019;Sul;SUL;Industrial;Livre;2.116.167,42;2.274
20190901;01/09/2019;Sul;SUL;Outros;Cativo;560.722,62;123.584
20190901;01/09/2019;Sul;SUL;Outros;Livre;117,17;1
20190901;01/09/2019;Sul;SUL;Residencial;Cativo;1.770.890,66;10.425.768
20190901;01/09/2019;Sul;SUL;Rural;Cativo;684.193,68;948.171
20190901;01/09/2019;Sul;SUL;Rural;Livre;112.478,91;59
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;161,26;77
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;77,88;16
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;29,63;12
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;180,55;722
20190801;01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;19,12;42
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;519.560,78;506.697
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;77.733,73;411
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;170.785,54;36.433
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;687.105,10;404
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;358.213,38;57.888
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.683,31;1
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;963.596,24;5.559.984
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;340.332,49;488.948
20190801;01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;22.448,65;22
20190801;01/08/2019;Nordeste;NORDESTE;Comercial;Cativo;891.489,95;1.244.978
20190801;01/08/2019;Nordeste;NORDESTE;Comercial;Livre;172.618,79;739
20190801;01/08/2019;Nordeste;NORDESTE;Industrial;Cativo;319.452,41;36.889
20190801;01/08/2019;Nordeste;NORDESTE;Industrial;Livre;1.344.654,45;550
20190801;01/08/2019;Nordeste;NORDESTE;Outros;Cativo;784.338,52;251.684
20190801;01/08/2019;Nordeste;NORDESTE;Outros;Livre;27.064,59;7
20190801;01/08/2019;Nordeste;NORDESTE;Residencial;Cativo;1.929.287,47;17.202.958
20190801;01/08/2019;Nordeste;NORDESTE;Residencial;Livre;0,22;0
20190801;01/08/2019;Nordeste;NORDESTE;Rural;Cativo;434.012,76;1.216.428
20190801;01/08/2019;Nordeste;NORDESTE;Rural;Livre;2.280,05;11
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;85.485,10;145.339
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.628,71;93
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.599,54;7.579
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;123.643,31;26
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;97.251,81;32.837
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;276.293,40;2.259.129
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;21.176,80;87.805
20190801;01/08/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;915,57;2
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;847,00;258
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;22,00;3
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;332,00;103
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;550,00;620
20190801;01/08/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,00;8
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;260.608,60;267.322
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;67.098,64;249
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;108.604,33;7.359
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.035.781,73;203
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;211.908,82;35.717
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Outros;Livre;13.208,00;14
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;576.677,64;3.446.342
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;49.344,89;231.723
20190801;01/08/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.217,24;4
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;42.131,37;56.910
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;110,00;1
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.126,02;1.845
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;54.198,31;14.885
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;108.900,18;646.691
20190801;01/08/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;14.860,00;99.575
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;67.960,94;57.762
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.090,27;43
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;26.805,97;1.576
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.654,41;18
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;48.253,76;7.014
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;132.293,22;589.533
20190801;01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;29.381,24;123.133
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.637.605,92;2.549.292
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;937.785,70;4.473
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.105.234,31;159.439
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.380.753,71;3.693
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.681.229,52;268.447
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;235.888,90;154
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.201.457,48;32.913.601
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;362,71;1
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;665.680,91;1.317.594
20190801;01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;54.145,11;80
20190801;01/08/2019;Sul;SUL;Comercial;Cativo;903.840,22;1.033.742
20190801;01/08/2019;Sul;SUL;Comercial;Livre;252.847,18;1.441
20190801;01/08/2019;Sul;SUL;Industrial;Cativo;631.450,68;216.046
20190801;01/08/2019;Sul;SUL;Industrial;Livre;2.212.927,87;2.229
20190801;01/08/2019;Sul;SUL;Outros;Cativo;575.959,60;123.374
20190801;01/08/2019;Sul;SUL;Outros;Livre;116,49;1
20190801;01/08/2019;Sul;SUL;Residencial;Cativo;1.797.404,68;10.412.430
20190801;01/08/2019;Sul;SUL;Rural;Cativo;684.360,01;948.809
20190801;01/08/2019;Sul;SUL;Rural;Livre;111.067,88;58
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;193,28;77
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;66,42;15
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;25,50;12
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;185,08;717
20190701;01/07/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;20,37;42
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;511.017,99;507.358
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;74.028,84;398
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;160.314,92;36.595
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;676.542,59;401
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;361.657,40;57.844
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.542,53;1
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;930.622,70;5.550.018
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;335.545,63;487.908
20190701;01/07/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;17.735,33;22
20190701;01/07/2019;Nordeste;NORDESTE;Comercial;Cativo;913.082,55;1.226.350
20190701;01/07/2019;Nordeste;NORDESTE;Comercial;Livre;172.917,59;708
20190701;01/07/2019;Nordeste;NORDESTE;Industrial;Cativo;340.162,73;36.490
20190701;01/07/2019;Nordeste;NORDESTE;Industrial;Livre;1.387.831,73;554
20190701;01/07/2019;Nordeste;NORDESTE;Outros;Cativo;761.468,75;247.269
20190701;01/07/2019;Nordeste;NORDESTE;Outros;Livre;24.959,24;7
20190701;01/07/2019;Nordeste;NORDESTE;Residencial;Cativo;2.028.963,98;17.040.171
20190701;01/07/2019;Nordeste;NORDESTE;Rural;Cativo;416.968,73;1.216.467
20190701;01/07/2019;Nordeste;NORDESTE;Rural;Livre;2.088,53;10
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;83.006,63;145.946
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.093,61;93
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;19.281,14;7.577
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;118.274,30;25
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;97.861,13;32.861
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;270.973,03;2.298.147
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;19.369,61;69.628
20190701;01/07/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;843,56;2
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;821,00;256
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;20,00;3
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;346,00;103
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;565,00;619
20190701;01/07/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,00;8
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;249.704,31;267.495
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;64.843,69;242
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;104.234,46;7.416
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;995.538,41;202
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;218.360,85;35.536
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Outros;Livre;12.606,00;14
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;558.514,93;3.443.119
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;49.334,30;229.692
20190701;01/07/2019;Norte;NORTE INTERLIGADO;Rural;Livre;965,87;3
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;42.618,10;56.935
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;87,00;1
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.003,06;1.844
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;53.565,60;14.334
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;113.543,46;646.064
20190701;01/07/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;14.579,39;99.097
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;70.082,48;57.635
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;6.960,82;43
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;28.192,97;1.585
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.893,77;18
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;47.768,10;7.054
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;135.382,30;585.232
20190701;01/07/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;28.713,53;123.268
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.635.466,95;2.543.944
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;911.625,22;4.347
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.078.952,76;159.474
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.355.195,82;3.574
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.636.700,42;269.102
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;224.865,88;152
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.151.833,37;32.899.968
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;484,56;1
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;651.174,03;1.320.634
20190701;01/07/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;53.288,37;78
20190701;01/07/2019;Sul;SUL;Comercial;Cativo;906.181,53;1.032.077
20190701;01/07/2019;Sul;SUL;Comercial;Livre;252.526,02;1.401
20190701;01/07/2019;Sul;SUL;Industrial;Cativo;612.343,75;215.943
20190701;01/07/2019;Sul;SUL;Industrial;Livre;2.201.055,75;2.175
20190701;01/07/2019;Sul;SUL;Outros;Cativo;551.269,00;123.029
20190701;01/07/2019;Sul;SUL;Outros;Livre;111,22;1
20190701;01/07/2019;Sul;SUL;Residencial;Cativo;1.761.217,47;10.400.477
20190701;01/07/2019;Sul;SUL;Rural;Cativo;692.217,93;949.098
20190701;01/07/2019;Sul;SUL;Rural;Livre;104.261,96;56
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;144,17;76
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;63,25;15
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;26,85;12
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;171,22;713
20190601;01/06/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;12,73;45
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;531.468,20;507.154
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;76.024,70;391
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;157.563,83;36.701
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;626.626,41;400
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;379.144,21;57.080
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.635,77;1
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;953.407,15;5.535.865
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;313.143,46;486.675
20190601;01/06/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;15.116,54;22
20190601;01/06/2019;Nordeste;NORDESTE;Comercial;Cativo;935.536,46;1.227.423
20190601;01/06/2019;Nordeste;NORDESTE;Comercial;Livre;169.694,44;701
20190601;01/06/2019;Nordeste;NORDESTE;Industrial;Cativo;327.573,14;36.704
